Topic,Sentiment,tweet,tidy_tweet
carly fiorina,1,Carly Fiorina: We Should Not Repeal the 14th Amendment http://t.co/8nFPX0YC7w via @meetthepress Very impressed with this interview!!,carly fiorina should not repeal amendment via very impressed interview
carly fiorina,1,"For @bpolitics, a look at why the next debate will be a lot tougher for Carly Fiorina than the last one was. http://t.co/cm77x2bHhp",for look next debate lot tougher carly fiorina last one
carly fiorina,1,"Full interview: Carly Fiorina, September 6: Republican presidential candidate Carly Fiorina sits down with ""Fa... http://t.co/wTQMf6bHDh",full interview carly fiorina september republican presidential candidate carly fiorina sits
carly fiorina,1,GOP presidential candidate Carly Fiorina will likely take the prime-time debate stage later this mon http://t.co/InqeNpCc9K,gop presidential candidate carly fiorina likely take prime time debate stage later mon
carly fiorina,1,"Good peak at presidential candidates. Carly Fiorina has it right-1st day is for reaching out, introductions, etc. https://t.co/WIvLbVUemz",good peak presidential candidate carly fiorina right day reaching introduction etc
carly fiorina,1,Hey it's Wednesday so its time to take another easy to read look at a presidential hopeful.  Who is Carly Fiorina? http://t.co/LpcQS4Kilm,hey wednesday time take another easy read look presidential hopeful who carly fiorina
carly fiorina,1,How CNN may keep Carly Fiorina out of the next debate anyway - Hot Air http://t.co/4SH3zyfWWc,how cnn may keep carly fiorina next debate anyway hot air
carly fiorina,1,I talked to an @HP rep that Carly Fiorina may have trained and he was excellent. 7 pm in Ontario and I had my new unit before noon next day.,talked rep carly fiorina may trained excellent ontario new unit noon next day
carly fiorina,1,"In a debate dominated by Trump's over-the-top personality, the real winner may have been Carly Fiorina. And she... http://t.co/1AmvLyhjVI",debate dominated trump top personality real winner may carly fiorina and
carly fiorina,1,"In a reversal, Carly Fiorina now likely to make main stage at the next Republican debate: Carly Fiorina may ha... http://t.co/9Yanrp1Ts5",reversal carly fiorina likely make main stage next republican debate carly fiorina may
carly fiorina,1,"In post-debate Rasmussen poll, Carly Fiorina breaks top 10, while Huckabee would've landed in the early debate. https://t.co/tfTjlQLTF4",post debate rasmussen poll carly fiorina break top huckabee would've landed early debate
carly fiorina,1,Is the RNC afraid of Carly Fiorina? Call the RNC at 202-863-8500. She's earned 1st debate stage. http://t.co/l7DkMTetbe,rnc afraid carly fiorina call rnc she earned debate stage
carly fiorina,1,It looks like Carly Fiorina is going to do the Full Ginsburg on the Sunday morning news shows. Trump will do all but Fox. LOL.,look like carly fiorina going full ginsburg sunday morning news show trump fox lol
carly fiorina,1,It's amazing to think in 2 years we could have the 1st woman president! Carly Fiorina will make an excellent commander in chief. #NOHILLARY,it amazing think year could woman president carly fiorina make excellent commander chief nohillary
carly fiorina,1,"Koski :: CNN amends debate criteria, Carly Fiorina may get in: The organizers of the next Republican president... http://t.co/1YpJFXSi5M",koski cnn amends debate criterion carly fiorina may get the organizer next republican president
carly fiorina,1,Look for Carly Fiorina to take Donald Trump on - she may win - we shall see.,look carly fiorina take donald trump may win shall see
carly fiorina,1,"Many Sunday shows fail to mention Carly Fiorina's surge in the primaries, particularly at the state level. #tcot #gop http://t.co/4HfNEYYGvZ",many sunday show fail mention carly fiorina surge primary particularly state level tcot gop
carly fiorina,1,Monday I am writting CNN &amp; asking why they refuse to let Carly Fiorina on the main debate stage?,monday writting cnn amp asking refuse let carly fiorina main debate stage
carly fiorina,1,New IA poll has Ben Carson and Donald Trump tied... with Carly Fiorina in 3rd. Should be an interesting next few months...,new poll ben carson donald trump tied carly fiorina should interesting next month
carly fiorina,1,"One of the advantages to living in SC is we get to meet candidates in person, going to meet Carly Fiorina tomorrow, a competent honest woman",one advantage living get meet candidate person going meet carly fiorina tomorrow competent honest woman
carly fiorina,1,Our founders never intended for us to have a professional political class - Carly Fiorina @CarlyFiorina May you see many new followers.,our founder never intended professional political class carly fiorina may see many new follower
carly fiorina,1,Republican frontrunner Donald Trump said Thursday he's pleased he'll get to debate with Carly Fiorina at CNN's... http://t.co/T8gQVylxm0,republican frontrunner donald trump said thursday he pleased he'll get debate carly fiorina cnn
carly fiorina,1,Republican hopeful Carly Fiorina said Monday that she feels like the only candidate going after Hillary Clinto... http://t.co/tdHUe1mqEP,republican hopeful carly fiorina said monday feel like candidate going hillary clinto
carly fiorina,1,Republican presidential candidate Carly Fiorina ripped Donald Trump's incendiary remarks about Megyn Kelly on Friday night.,republican presidential candidate carly fiorina ripped donald trump incendiary remark megyn kelly friday night
carly fiorina,1,Saturday Movie Matinee: Carly Fiorina Won the Debate Going Away http://t.co/Ay2tTdJTP1 via @NiceDeb,saturday movie matinee carly fiorina won debate going away via
carly fiorina,1,"Since Trump announced his presidential bid in June, pundits have contended he would not be the nominee.  Ben Carson &amp; Carly Fiorina climbing",since trump announced presidential bid june pundit contended would not nominee ben carson amp carly fiorina climbing
carly fiorina,1,Sorry DT - you're just jealous that Carly Fiorina did 10 times better than you did in Thursday's debate. https://t.co/57WBzgXqWL,sorry jealous carly fiorina time better thursday debate
carly fiorina,1,Stars aligning for Fiorina?: Carly Fiorina rolled into Iowa on Thursday with a new status: surging presidential contender.  #news,stars aligning fiorina carly fiorina rolled iowa thursday new status surging presidential contender news
carly fiorina,1,Sunday menu @ http://t.co/SYltFtD4wJ includes Prime Rib &amp; Grilled Pork Chops. Breakfast all day. Carly Fiorina at 1 p.m. Come see us!,sunday menu includes prime rib amp grilled pork chops breakfast day carly fiorina come see
carly fiorina,1,"Sunday talk shows rush to find Carol Loomis' number http://t.co/iovCelDnCq RT: @upshotnyt ""Carly Fiorina is climbing. Now in the top ten""",sunday talk show rush find carol loomis' number carly fiorina climbing now top ten
carly fiorina,1,"The Oklahoman Editorial, Carly Fiorina may have gained the most from first debates, http://t.co/hkyPYYZsfO, 8-9-15 http://t.co/ijK2j76RiK",the oklahoman editorial carly fiorina may gained first debate
carly fiorina,1,This is a good video clip of Carly Fiorina on the 2nd Amendment. http://t.co/pxpLnRfkK3,this good video clip carly fiorina amendment
carly fiorina,1,"Very, very excited to see my favorite republican Carly Fiorina in the debate on the 16th!!! (I still secretly support Hillary though)",very excited see favorite republican carly fiorina debate still secretly support hillary though
carly fiorina,1,Watch NBC Meet the Press: Carly Fiorina - Watch NBC Meet the Press: Carly Fiorina: We Should Not Repeal the 14th A... http://t.co/njY9fPbYCv,watch nbc meet press carly fiorina watch nbc meet press carly fiorina should not repeal
carly fiorina,1,Watch her stock go up Sept 17th. How Carly Fiorina earned a spot on the big stage at the GOP debate http://t.co/Mta9eP1FpB,watch stock sept how carly fiorina earned spot big stage gop debate
carly fiorina,1,Watching the GOP from last night and I must say that Carly Fiorina may surprise a few #GOP,watching gop last night must say carly fiorina may surprise gop
carly fiorina,1,What is it with female politicians?  Carly Fiorina (who I absolutely adore) was the darling of the Sunday shows... http://t.co/sMpy8BD1qh,what female politician carly fiorina absolutely adore darling sunday show
carly fiorina,1,Whoa! Carly Fiorina had interview with Chris Matthews after 1st debate and even he was impressed... http://t.co/PPfPxgPKqR,whoa carly fiorina interview chris matthews debate even impressed
carly fiorina,1,Why don't you let Carly Fiorina debate? She's tough and smart and has ranked 5th in most polls. What a waste of ratings!!!,why let carly fiorina debate she tough smart ranked poll what waste rating
carly fiorina,1,Wondering About Carly Fiorina on the 2nd Amendment? Wonder No More. http://t.co/NKWgaA7lZ5 Trump has supported gun control. #Carly4President,wondering about carly fiorina amendment wonder more trump supported gun control carly president
carly fiorina,1,Wondering About Carly Fiorina's Stance on the 2nd Amendment? Wonder No More... http://t.co/zRsEnvnGMp,wondering about carly fiorina stance amendment wonder more
carly fiorina,1,Wow did Carly Fiorina KICK ASS at the early debate August 6.,wow carly fiorina kick ass early debate august
carly fiorina,1,"You may not know it, but Carly Fiorina can gush over Islam darn near as good as Obama. http://t.co/N2TTNJSRqr",you may not know carly fiorina gush islam darn near good obama
cate blanchett,0,@spacegirlgail @darrenrichman all I think about w. Cate Blanchett is her odd accent in How To Train Your Dragon 2. Films may be wasted on me,think cate blanchett odd accent how train your dragon films may wasted
cate blanchett,0,"Wrestling w/ why I don't love CAROL unreservedly, &amp; it may come down to this: I don't love Cate Blanchett as an actor. So that's out there.",wrestling love carol unreservedly amp may come love cate blanchett actor that
cate blanchett,1,@cinemablogrpher Have you seen #thefilmTruth   Outstanding performances.  Cate Blanchett may win AA for her very strong performance.,have seen thefilmtruth outstanding performance cate blanchett may win strong performance
cate blanchett,1,"A : ""Cinema may be the thing I like the most after music. I went to see Carol the other day, con Cate Blanchett and Rooney Mara""",cinema may thing like music went see carol day con cate blanchett rooney mara
cate blanchett,1,"As she receives her 9th #GoldenGlobes nomination, read what Cate Blanchett told us about still getting starstruck: https://t.co/h3fOhxLc9y",receives goldenglobes nomination read cate blanchett told still getting starstruck
cate blanchett,1,"Blanchett brilliant in 'Carol': (1 of ) The Weinstein Co. Cate Blanchett as Carol Aird, right, with Rooney Mar... https://t.co/X4ezURbmJo",blanchett brilliant 'carol' the weinstein cate blanchett carol aird right rooney mar
cate blanchett,1,Can Cate Blanchett win her 3rd Oscar with TRUTH? Check out her acclaimed performance today &amp; see for yourself https://t.co/2pnjvlrWBo,can cate blanchett win oscar truth check acclaimed performance today amp see
cate blanchett,1,Carol is the most stunning film (and Cate Blanchett should win everything) - 5 stars from @KermodeMovie says is all: https://t.co/hcA4uyBH9n,carol stunning film cate blanchett win everything star say
cate blanchett,1,Carol tomorrow and am so pumped about Cate Blanchett and Sarah Freaking PAULSON @MsSarahPaulson aka one of the best actors of our time.,carol tomorrow pumped cate blanchett sarah freaking paulson aka one best actor time
cate blanchett,1,"Carol, a period romance set in 1950s New York and starring Cate Blanchett, topped nominations for the Golden Globes on Thursday, as",carol period romance set new york starring cate blanchett topped nomination golden globes thursday
cate blanchett,1,"Cate Blanchett Sighting: New York, New York/ 8th Annual Museum of Modern Art Film Benefit, honoring the actress https://t.co/AXElLrqRmU",cate blanchett sighting new york new york annual museum modern art film benefit honoring actress
cate blanchett,1,Cate Blanchett and Rooney Mara star in #Carol from 27 November. Save the date! https://t.co/P8g8oHDsB6,cate blanchett rooney mara star carol november save date
cate blanchett,1,Cate Blanchett expertly shuts down journalists who ask her if she's gay after starring in Carol  20 November 2015... https://t.co/WradUZJUsN,cate blanchett expertly shuts journalist ask gay starring carol november
cate blanchett,1,"Cate Blanchett in the Marvel universe? Oh, we would LOVE this. https://t.co/rBHTeWKrXj",cate blanchett marvel universe would love
cate blanchett,1,Cate Blanchett is excellent in the movie 'Carol'. Great @nytimes piece in sunday styles.  She pulls it off perfectly.,cate blanchett excellent movie 'carol' great piece sunday style she pull perfectly
cate blanchett,1,"Cate Blanchett isn't a tall poppy, she's a redwood. Long may she continue to grow. #AACTAs",cate blanchett tall poppy redwood long may continue grow aactas
cate blanchett,1,Cate Blanchett leads the winners at the 5th annual AACTA Awards | Daily Mail Online https://t.co/r4M1JzM0BB,cate blanchett lead winner annual aacta awards daily mail online
cate blanchett,1,Cate Blanchett proved that you don't have to wear a gown to look elegant on the red carpet https://t.co/aWQaHeZAY4,cate blanchett proved wear gown look elegant red carpet
cate blanchett,1,Cate Blanchett rocked these stunning gold statement drop earrings at the 5th AACTA Awards! redcarpet https://t.co/kgTinhuvU3,cate blanchett rocked stunning gold statement drop earring aacta awards redcarpet
cate blanchett,1,"Cate Blanchett to be awarded top honour at 5th AACTA Awards: Held in Sydney, the Australian Academy of Cinema,... https://t.co/NXFBUVmue2",cate blanchett awarded top honour aacta awards held sydney australian academy cinema
cate blanchett,1,Cate Blanchett to be honored at the 27th Palm Springs International Film Festival: Two-time Academy Award winn... https://t.co/HDDDtAjPx2,cate blanchett honored palm springs international film festival two time academy award winn
cate blanchett,1,Cate Blanchett to receive top honour at the 5th annual AACTA awards: https://t.co/t0a9fEkaNt,cate blanchett receive top honour annual aacta award
cate blanchett,1,"Cate Blanchett: Love scene with Rooney Mara in Carol is 'very erotic, tender and beautiful'  17 November 2015 By:... https://t.co/lqhIuWVee6",cate blanchett love scene rooney mara carol 'very erotic tender beautiful' november
cate blanchett,1,Depp joins Cate Blanchett &amp; Saoirse Ronan as an honoree at the 27th annual Palm Springs International Film Festival https://t.co/pR2V72e9at,depp join cate blanchett amp saoirse ronan honoree annual palm springs international film festival
cate blanchett,1,Feast your eyes on the NEW International TRAILER for #Carol starring Cate Blanchett &amp; Rooney Mara. In cinemas Jan 14 https://t.co/wZI4nSVv52,feast eye new international trailer carol starring cate blanchett amp rooney mara cinema jan
cate blanchett,1,"Hey it's Monday. Just remember, Cate Blanchett as Galadriel. Have a great week everyone.",hey monday just remember cate blanchett galadriel have great week everyone
cate blanchett,1,"I may be the in the minority here but I don't 'get' all the hype over Rooney Mara. She's fine, but like... Cate Blanchett!!",may minority 'get' hype rooney mara she fine like cate blanchett
cate blanchett,1,I may possibly be in love with Cate Blanchett now.,may possibly love cate blanchett
cate blanchett,1,"If ""Carol"" doesn't make you yearn for Cate Blanchett to take you out for a flirtatious martini lunch, you may wish to seek medical attention",carol make yearn cate blanchett take flirtatious martini lunch may wish seek medical attention
cate blanchett,1,"If anyone sees Cate Blanchett today, can you let her know I may be late for our hot #StarWars date? #sydstorm #TheForceAwakens #flightdelay",anyone see cate blanchett today let know may late hot starwars date sydstorm theforceawakens flightdelay
cate blanchett,1,Lol Cate Blanchett may well turn out to be the next Meryl Streep.,lol cate blanchett may well turn next meryl streep
cate blanchett,1,Looking stunning at the #AACTAs. See Cate Blanchett's next great performance in #Carol. In cinemas January 14. https://t.co/SqVZnDe1iO,looking stunning aactas see cate blanchett next great performance carol cinema january
cate blanchett,1,Monday mornings with Cate Blanchett sure don't suck. @ JW Marriott Essex House New York https://t.co/Bkge3Upk8u,monday morning cate blanchett sure suck marriott essex house new york
cate blanchett,1,"One screening of @CarolMovie tonight at 8pm, &amp; last screening tomorrow to see the incredible Cate Blanchett. https://t.co/Tmu5zpgqWE",one screening tonight amp last screening tomorrow see incredible cate blanchett
cate blanchett,1,Oscar-winner Cate Blanchett may soon be joining the Marvel universe.  YES YES I DONT CARE WHAT SHE WILL PLAY YES YES,oscar winner cate blanchett may soon joining marvel universe yes yes dont care what she will play yes yes
cate blanchett,1,Really wanting to see Carol when it's released! I am hearing that this may well be Cate Blanchett's best performance ever! #GoldenGlobes,really wanting see carol released hearing may well cate blanchett best performance ever goldenglobes
cate blanchett,1,Saw Carol last Friday-beautiful beautiful film filled with incredible acting. Love Cate Blanchett.,saw carol last friday beautiful beautiful film filled incredible acting love cate blanchett
cate blanchett,1,"Sorry everyone, but it's not every night that you have Cate Blanchett over for dinner...  https://t.co/cBChnjZs9U",sorry everyone not every night cate blanchett dinner
cate blanchett,1,"THE HOBBIT TRILOGY may have been flawed, but Ian McKellan and Cate Blanchett are friends now, so it was all worth it.",the hobbit trilogy may flawed ian mckellan cate blanchett friend worth
cate blanchett,1,"Todd Haynes excels again with the exquisite #Carol from Dec 4, starring Cate Blanchett https://t.co/9KPnn3bFHT https://t.co/sGwf74d9TN",todd haynes excels exquisite carol dec starring cate blanchett
cate blanchett,1,Truth a good film with great work by Cate Blanchett. Deserves more screens than that.  https://t.co/gFQKtwdDJQ,truth good film great work cate blanchett deserves screen
cate blanchett,1,Won tix to the advance screening of Carol on Thursday. Cannot wait! Gorgeous-looking LGBT film with the stunningly talent Cate Blanchett! :D,won tix advance screening carol thursday cannot wait gorgeous looking lgbt film stunningly talent cate blanchett
cate blanchett,1,"Wondering how to spend this wet and windy Friday evening? Come and see the magnificent Cate Blanchett in Carol, showing at 7.45.",wondering spend wet windy friday evening come see magnificent cate blanchett carol showing
charlie hebdo,0,"#JohnKerry says #ISIS had a ""rationale"" for the Charlie Hebdo killings in January (pic of Muhammad), but Friday night in Paris was different",johnkerry say isis rationale charlie hebdo killing january pic muhammad friday night paris different
charlie hebdo,0,@BenedictEvans France passed a law authorising intrusive surveillance in the aftermath of the Charlie Hebdo attack: https://t.co/M25IfQKaTZ,france passed law authorising intrusive surveillance aftermath charlie hebdo attack
charlie hebdo,0,@BrunoTertrais @bbclysedoucet this photo is from January after Charlie Hebdo.  Paris is not looking like this at the moment.,photo january charlie hebdo paris not looking like moment
charlie hebdo,0,@FoxNewsInsider Thank you @greta to make Hollande come here after Obama snubbed Charlie Hebdo march and Paris is a national embarrassment,thank make hollande come obama snubbed charlie hebdo march paris national embarrassment
charlie hebdo,0,@I_amSasquatch @Cairo67Unedited he tweeted that after the attack in Paris in January- the Charlie Hebdo thing,tweeted attack paris january charlie hebdo thing
charlie hebdo,0,@KCStar Friday represented the worst terrorist incident in Europe since the Charlie Hebdo attacks: Chicago Tribune https://t.co/OVHnnC2yeV,friday represented worst terrorist incident europe since charlie hebdo attack chicago tribune
charlie hebdo,0,@MaccaNow Photo was from Jan-15 after Charlie Hebdo attack. You may want to delete that tweet....,photo jan charlie hebdo attack you may want delete tweet
charlie hebdo,0,"@NotBabbling Yeah too bad none of the ""professionals"" had a clue before Friday. Is THAT what it takes even after Charlie Hebdo, to wake up?",yeah bad none professional clue friday that take even charlie hebdo wake
charlie hebdo,0,"@OutTheEU @DMiliband @KayBurley @theIRC Refugee's did not carry out the Charlie Hebdo or the Paris attacks on Friday, you prejudice idiot.",refugee not carry charlie hebdo paris attack friday prejudice idiot
charlie hebdo,0,"@Sam_Kotrba No, just no. This is after the Charlie Hebdo massacre... In January.        https://t.co/vi4OKUpTFw",this charlie hebdo massacre january
charlie hebdo,0,@Wielsucker @mewmewmew13 I think after Charlie Hebdo the French did NOT react as the US did after 9/11. But they may do this time around.,think charlie hebdo french not react but may time around
charlie hebdo,0,@abgstiles @realDonaldTrump the offensive tweets were from Jan 7th after Charlie Hebdo attack dumbass read the date on the tweet,offensive tweet jan charlie hebdo attack dumbass read date tweet
charlie hebdo,0,@ifwugrier - 8th floor and desks in the Charlie Hebdo newsroom after gunman threatens to kill hostages if police storm terrorist brothers.,floor desk charlie hebdo newsroom gunman threatens kill hostage police storm terrorist brother
charlie hebdo,0,@johnsweeneyroar @BBCPanorama Terror in Paris...in January not just Charlie Hebdo unless dead Jews don't count. #ParisAttacks,terror paris january not charlie hebdo unless dead jews count parisattacks
charlie hebdo,0,@kesterratcliff @aishagani @assedbaig @dats @furqan_naeem @miqdaad Hope The Sun doesn't face the fate of Charlie Hebdo.,hope the sun face fate charlie hebdo
charlie hebdo,0,"@robxkristen indeed, i thought Charlie Hebdo attacks were the wirse in january but no yesterday night was even worse ..",indeed thought charlie hebdo attack wirse january yesterday night even worse
charlie hebdo,0,A district with links to Madrid's and Charlie Hebdo's terrorist attacks. A good take on it:  https://t.co/exlNRlkFRz https://t.co/xEfULg0849,district link madrid charlie hebdo terrorist attack good take
charlie hebdo,0,All three gunmen in the January attacks on the Charlie Hebdo newspaper and a kosher supermarket were French.,all three gunman january attack charlie hebdo newspaper kosher supermarket french
charlie hebdo,0,"Another pathetic false flag drama like the ""Charlie Hebdo"" back in January, or a real terrorist attack? Who are... https://t.co/CnxS2JkaPc",another pathetic false flag drama like charlie hebdo back january real terrorist attack who
charlie hebdo,0,Apparently the Charlie Hebdo attacks and the Friday the 13th Massacre happened in the same neighborhood in Paris. Bad neighborhood?,apparently charlie hebdo attack friday massacre happened neighborhood paris bad neighborhood
charlie hebdo,0,"Charlie Hebdo may quite rightly enjoy freedom of speech, but to mock the deaths of over 200 people? I think they have crossed a line",charlie hebdo may quite rightly enjoy freedom speech mock death people think crossed line
charlie hebdo,0,"Charlie Hebdo shooting in January, bombing in June, attack on the train in August - @RobLowe has a point.",charlie hebdo shooting january bombing june attack train august point
charlie hebdo,0,Donald Trump's response to the Charlie Hebdo shooting that took place in January just shows how ignorant and stupid he really is,donald trump response charlie hebdo shooting took place january show ignorant stupid really
charlie hebdo,0,Everybody is responding to that Trump tweet but its from January during the Charlie Hebdo shootings... Still not cool but pls check the date,everybody responding trump tweet january charlie hebdo shooting still not cool pls check date
charlie hebdo,0,First we had the Charlie Hebdo thing back in January and now this?! WHEN IS THIS FUCKING ISLAMIST TERRORIST SHIT FINALLY GONNA BLOODY END!?!,first charlie hebdo thing back january when this fucking islamist terrorist shit finally gonna bloody end
charlie hebdo,0,"For months after Charlie Hebdo the government did nothing, worse yet, it lied.  https://t.co/wNi2ropPDl",for month charlie hebdo government nothing worse yet lied
charlie hebdo,0,"Guys, that Sky Vine flying around Twitter of the Eiffel Tower going dark is from JANUARY after Charlie Hebdo. Different horrendous tragedy.",guys sky vine flying around twitter eiffel tower going dark january charlie hebdo different horrendous tragedy
charlie hebdo,0,Kerry can see the rationale behind the Charlie Hebdo attack. Fairly disgusting  https://t.co/Q7jCYU7lBw,kerry see rationale behind charlie hebdo attack fairly disgusting
charlie hebdo,0,Make sure to check your sources if you're getting info from social media. Accidental references to Charlie Hebdo.  https://t.co/iZbffHkxBU,make sure check source getting info social medium accidental reference charlie hebdo
charlie hebdo,0,"No, they turned the lights off Jan 8th because of the 16 people killed with the Charlie Hebdo attack.  https://t.co/WJIWjvFYD5",turned light jan people killed charlie hebdo attack
charlie hebdo,0,PSA: These photos from the Charlie Hebdo attacks back in January. This is NOT what Paris looks like right now. https://t.co/8I7cBnJ4ln,psa these photo charlie hebdo attack back january this not paris look like right
charlie hebdo,0,Remember how much Charlie Hebdo inched up the dehumanizations of muslims worldwide? that was pittance compared to what will happen tomorrow,remember much charlie hebdo inched dehumanization muslim worldwide pittance compared happen tomorrow
charlie hebdo,0,"Russian lawmakers slam Charlie Hebdo, call it ""accomplice of ISIL"": On Thursday, the satirical magazine again ... https://t.co/f05AcDxTfg",russian lawmaker slam charlie hebdo call accomplice isil thursday satirical magazine
charlie hebdo,0,"So that Trump tweet making the rounds right now is a response to the Charlie Hebdo attack back in January, not today's tragedy.",trump tweet making round right response charlie hebdo attack back january not today tragedy
charlie hebdo,0,The Empire State Building is not lit up today. This picture was from the January attacks on Charlie Hebdo. https://t.co/pz8SbLk5de,the empire state building not lit today this picture january attack charlie hebdo
charlie hebdo,0,The attacks in #Paris come 10 months after the Charlie Hebdo shootings that left 17 people dead. These attackers picked Friday the 13th.,the attack paris come month charlie hebdo shooting left people dead these attacker picked friday
charlie hebdo,0,The fact he sees the rationale of Charlie Hebdo attack is why his policies are impotent against ISIS https://t.co/lioj3kMJgH,the fact see rationale charlie hebdo attack policy impotent isis
charlie hebdo,0,This was bozo Trump's moronic Charlie Hebdo tweet from back in January - not about last night's atrocity.  https://t.co/7PBfPcmaM9,this bozo trump moronic charlie hebdo tweet back january not last night atrocity
charlie hebdo,0,"Your shameless, disgraceful propaganda war against the 2nd Amendment. Hey ISIS, @NYDailyNews is yankee Charlie Hebdo, and they're unarmed.",your shameless disgraceful propaganda war amendment hey isis yankee charlie hebdo they're unarmed
charlie hebdo,0,"and yes I know his tweet wad from the Charlie Hebdo attacks. Don't tweet at me and say ""that's from January""",yes know tweet wad charlie hebdo attack do not tweet say that january
charlie hebdo,0,explosive resistant passports!!! Charlie Hebdo shootings left ID card in the car. 9/11 plane hijacker's passports found. Paris c'mon.,explosive resistant passport charlie hebdo shooting left card car plane hijacker passport found paris c'mon
charlie hebdo,0,hope this isnt another False Flag by MOSSAD in Paris like Charlie Hebdo bullshit. France is playing ball with Israel so it may not be them,hope isnt another false flag mossad paris like charlie hebdo bullshit france playing ball israel may not
charlie hebdo,0,they actually went out just this January after the shooting at Charlie  Hebdo which makes today harder #PrayForParis https://t.co/0tGuzzkUA3,actually went january shooting charlie hebdo make today harder prayforparis
charlie hebdo,1,"@RGerrardActor @anamariabahiana beautiful, but it's from January (Charlie Hebdo)",beautiful january charlie hebdo
charlie hebdo,1,@bxsicJC @liamaesthetics they turn the eiffel tower lights off in January for Charlie Hebdo...,turn eiffel tower light january charlie hebdo
charlie hebdo,1,@dazgale I'm thinking back to the Paris Queen concert in January just after the Charlie Hebdo attack. Jesus.,i'm thinking back paris queen concert january charlie hebdo attack jesus
charlie hebdo,1,"@holliewithaIE this tweet is from Jan, in reference to Charlie Hebdo. he's still an absolute helmet though",tweet jan reference charlie hebdo he still absolute helmet though
charlie hebdo,1,"Before we were all Charlie Hebdo, now we are all Parisian - tomorrow we may have to identify with others, but we must not be intimidated",before charlie hebdo parisian tomorrow may identify others must not intimidated
charlie hebdo,1,Did you know that 'Charlie Hebdo' was Trending Topic on Saturday 14 for 5 hours in Belgium? https://t.co/3yBUel2Pvj #trndnl,did know 'charlie hebdo' trending topic saturday hour belgium trndnl
charlie hebdo,1,"How fucking awesome are the French??? Defiant after Charlie Hebdo. Resilient after #ParisAttacks . Now, creative for climate change march &lt;3",how fucking awesome french defiant charlie hebdo resilient parisattacks now creative climate change march
charlie hebdo,1,I AM MUSLIM AND I AM WITH PARIS &amp; JAPAN. ARE YOU?  #ParisAttacks #ParisShooting Islamist Friday the 13th #parisinflames #ISIS Charlie Hebdo,muslim and with paris amp japan are you parisattacks parisshooting islamist friday parisinflames isis charlie hebdo
charlie hebdo,1,On Friday night I wondered what the Charlie Hebdo response would be. It doesn't disappoint.  https://t.co/oNRvEcvlUx,friday night wondered charlie hebdo response would disappoint
charlie hebdo,1,"This is from the Charlie Hebdo attack back in January. Yes it's a beautiful image, but this isn't current. https://t.co/1ykOz58AJz",this charlie hebdo attack back january yes beautiful image current
charlie hebdo,1,"Tomorrow's Charlie Hebdo:  ""They have weapons. Screw them, we have champagne!""  The spirit of the French is strong. https://t.co/vteMHYnOjY",tomorrow charlie hebdo they weapon screw champagne the spirit french strong
charlie hebdo,1,this is from January after the Charlie Hebdo attacks... a beautiful moment of UNITY in the midst of tragedy. #paris https://t.co/oXNuwqsYy0,january charlie hebdo attack beautiful moment unity midst tragedy paris
chris evans,0,"@BBCBreaking come on C4 revamp it there, TF1 Sunday with Chris Evans? Please no. I'll just watch the full races and nowTV the good Sky ones.",come revamp sunday chris evans please i'll watch full race nowtv good sky one
chris evans,0,@BBCRadio2 Chris Evans should lose his voice more often if it means we get more listenable breakfast shows like this Monday and Tuesday's.,chris evans lose voice often mean get listenable breakfast show like monday tuesday
chris evans,0,"@SaturdayKitchen  Saturday and Sunday K, is a tradition, but please no more Chris Evans  he has too much to say,&amp; ruined the show!!",saturday sunday tradition please chris evans much say amp ruined show
chris evans,0,"Because seriously, who the **** is Chris Evans? Virtually world famous in all of England. Real stars like Sabine may save that show but...",because seriously chris evans virtually world famous england real star like sabine may save show
chris evans,0,"Can't wait to see Mr Partridge back on the TV again tonight, even if it is alongside the god awful Chris Evans on the god awful TFI Friday.",ca not wait see partridge back tonight even alongside god awful chris evans god awful tfi friday
chris evans,0,Chris Evans admits defeat as he can't juggle both Top Gear and TFI Friday https://t.co/WM1A9RuXIn https://t.co/0syl1kazgr,chris evans admits defeat ca not juggle top gear tfi friday
chris evans,0,Chris Evans is worse for wear as he parties with wife at London's Chiltern Firehouse following festive TFI Fri... https://t.co/ebIT9x8jvQ,chris evans worse wear party wife london chiltern firehouse following festive tfi fri
chris evans,0,"Haven't seen TFI Friday before but it's hosted by Noel Fielding and Chris Evans (the shit, English one) so I want it off television soon",have not seen tfi friday hosted noel fielding chris evans shit english one want television soon
chris evans,0,I like it when a celebrity that's crap at cooking goes on Saturday Kitchen. Chris Evans looks like he's never used a whisk in his life.,like celebrity that crap cooking go saturday kitchen chris evans look like he never used whisk life
chris evans,0,"Is Noel fielding having a chat on tfi Friday or is Chris Evans going to keep on rabbiting another break ""groan""!!!",noel fielding chat tfi friday chris evans going keep rabbiting another break groan
chris evans,0,Is the Chris Evans show really bad this morning or is it Monday morning blues?,chris evans show really bad morning monday morning blue
chris evans,0,"Just turned onto TFI Friday. Chris Evans is clearly still trying to get Charlene Spiteri from Texas into bed. Give it up man, you're fifty.",just turned onto tfi friday chris evans clearly still trying get charlene spiteri texas bed give man fifty
chris evans,0,"My icon may be Seb and I may talk about Seb 24/7, but I am just as much Chris Evans trash as I am Sebastian Stan trash",icon may seb may talk seb much chris evans trash sebastian stan trash
